,Order_ID,Customer_ID,Customer_Name,Email,Phone,Country,City,Product,Category,Quantity,Unit_Price,Order_Date,Payment_Method,Status,Total_Sales
18,100019,4735,Customer_18,user18@gmail.com,0953261291,Tanzania,Kigali,Speaker,Office Equipment,1,37897,2025-05-19,Mobile Money,Cancelled,37897
19,100020,1130,Customer_19,user19@gmail.com,0949859713,Ethiopia,Kampala,Printer,Accessories,8,9666,2025-03-11,Mobile Money,Pending,77328
20,100021,2685,Customer_20,user20@gmail.com,0913078684,Uganda,Nairobi,Tablet,Electronics,2,47733,2025-12-02,Mobile Money,Completed,95466
21,100022,4380,Customer_21,user21@gmail.com,0933403263,Tanzania,Addis Ababa,Keyboard,Accessories,13,22674,2024-08-21,Cash,Cancelled,294762
22,100023,1769,Customer_22,user22@gmail.com,0952368572,Kenya,Kigali,Speaker,Accessories,4,26435,2025-12-30,Cash,Cancelled,105740
23,100024,3391,Customer_23,user23@gmail.com,0955726150,Ethiopia,Addis Ababa,Laptop,Electronics,7,46771,2025-06-08,Cash,Cancelled,327397
24,100025,2515,Customer_24,user24@gmail.com,0948956384,Rwanda,Kigali,Tablet,Accessories,19,3860,2024-01-05,Mobile Money,Cancelled,73340
25,100026,4485,Customer_25,user25@gmail.com,0981223594,Tanzania,Addis Ababa,Monitor,Accessories,11,44188,2025-06-19,Mobile Money,Pending,486068
26,100027,3853,Customer_26,user26@gmail.com,0937470250,Kenya,Addis Ababa,Phone,Electronics,13,24539,2025-05-27,Card,Completed,319007
27,100028,3433,Customer_27,user27@gmail.com,0924042949,Kenya,Kampala,Keyboard,Accessories,16,14998,2025-06-05,Bank Transfer,Completed,239968
28,100029,2215,Customer_28,user28@gmail.com,0954269366,Rwanda,Kampala,Mouse,Accessories,6,5952,2025-11-18,Mobile Money,Completed,35712
29,100030,1955,Customer_29,user29@gmail.com,0937988724,Ethiopia,Nairobi,Speaker,Electronics,16,44701,2025-12-10,Bank Transfer,Cancelled,715216
30,100031,3324,Customer_30,user30@gmail.com,0983220126,Kenya,Addis Ababa,Speaker,Accessories,4,33383,2025-01-11,Mobile Money,Pending,133532
31,100032,2184,Customer_31,user31@gmail.com,0985692363,Uganda,Dar es Salaam,Printer,Accessories,1,48484,2025-11-08,Bank Transfer,Pending,48484
32,100033,1459,Customer_32,user32@gmail.com,0950318921,Tanzania,Kigali,Tablet,Electronics,12,668,2024-01-26,Bank Transfer,Completed,8016
33,100034,4385,Customer_33,user33@gmail.com,0958623527,Ethiopia,Nairobi,Laptop,Office Equipment,9,6706,2025-01-30,Cash,Completed,60354
34,100035,1021,Customer_34,user34@gmail.com,0921648410,Tanzania,Kampala,Printer,Office Equipment,17,31898,2025-05-18,Mobile Money,Completed,542266
35,100036,3300,Customer_35,user35@gmail.com,0967260083,Tanzania,Kigali,Printer,Electronics,6,4366,2024-05-23,Bank Transfer,Cancelled,26196
36,100037,1747,Customer_36,user36@gmail.com,0925101311,Rwanda,Kigali,Printer,Accessories,10,45049,2025-03-12,Bank Transfer,Completed,450490
37,100038,3904,Customer_37,user37@gmail.com,0911720562,Uganda,Kampala,Keyboard,Office Equipment,12,31735,2024-02-06,Bank Transfer,Completed,380820
38,100039,4632,Customer_38,user38@gmail.com,0964781402,Uganda,Nairobi,Tablet,Accessories,14,27540,2025-08-17,Cash,Completed,385560
39,100040,1474,Customer_39,user39@gmail.com,0975869191,Rwanda,Dar es Salaam,Phone,Electronics,6,41173,2025-06-20,Cash,Completed,247038
40,100041,2082,Customer_40,user40@gmail.com,0984323911,Tanzania,Dar es Salaam,Keyboard,Accessories,10,23380,2024-12-06,Mobile Money,Completed,233800
41,100042,3558,Customer_41,user41@gmail.com,0966826727,Uganda,Kampala,Laptop,Electronics,19,21921,2025-11-23,Bank Transfer,Pending,416499
42,100043,4753,Customer_42,user42@gmail.com,0916519483,Tanzania,Kigali,Printer,Electronics,18,41240,2024-02-05,Bank Transfer,Cancelled,742320
43,100044,3047,Customer_43,user43@gmail.com,0928865620,Ethiopia,Kampala,Phone,Electronics,4,4966,2025-09-01,Card,Pending,19864
44,100045,4547,Customer_44,user44@gmail.com,0956265751,Rwanda,Kigali,Monitor,Electronics,6,48272,2025-11-25,Card,Completed,289632
45,100046,3747,Customer_45,user45@gmail.com,0983243142,Rwanda,Addis Ababa,Phone,Electronics,17,36919,2025-09-27,Bank Transfer,Cancelled,627623
46,100047,1975,Customer_46,user46@gmail.com,0913570258,Uganda,Kigali,Monitor,Office Equipment,19,27401,2025-10-01,Mobile Money,Completed,520619
47,100048,2806,Customer_47,user47@gmail.com,0979152094,Ethiopia,Addis Ababa,Laptop,Office Equipment,9,27617,2024-01-05,Bank Transfer,Cancelled,248553
48,100049,1189,Customer_48,user48@gmail.com,0920118779,Tanzania,Kigali,Mouse,Office Equipment,4,5516,2024-03-17,Cash,Pending,22064
49,100050,4005,Customer_49,user49@gmail.com,0963669020,Uganda,Addis Ababa,Speaker,Accessories,5,16308,2025-04-15,Bank Transfer,Pending,81540
50,100051,3734,Customer_50,user50@gmail.com,0941228502,Tanzania,Nairobi,Tablet,Office Equipment,5,38980,2024-05-20,Bank Transfer,Completed,194900
51,100052,4005,Customer_51,user51@gmail.com,0991053843,Ethiopia,Dar es Salaam,Mouse,Office Equipment,8,7833,2024-05-26,Mobile Money,Cancelled,62664
52,100053,1562,Customer_52,user52@gmail.com,0949354437,Kenya,Addis Ababa,Phone,Electronics,5,18167,2025-01-06,Card,Pending,90835
53,100054,2899,Customer_53,user53@gmail.com,0965715185,Uganda,Kigali,Speaker,Office Equipment,9,14759,2024-03-13,Bank Transfer,Pending,132831
54,100055,4638,Customer_54,user54@gmail.com,0977987057,Uganda,Addis Ababa,Laptop,Accessories,17,4396,2024-02-04,Bank Transfer,Completed,74732
55,100056,2267,Customer_55,user55@gmail.com,0993367426,Rwanda,Kigali,Phone,Office Equipment,15,23598,2024-06-19,Card,Cancelled,353970
56,100057,3879,Customer_56,user56@gmail.com,0925845609,Kenya,Dar es Salaam,Tablet,Office Equipment,1,37412,2024-04-20,Cash,Completed,37412
57,100058,2528,Customer_57,user57@gmail.com,0921377318,Uganda,Nairobi,Printer,Office Equipment,1,16388,2024-12-24,Card,Completed,16388
58,100059,4202,Customer_58,user58@gmail.com,0947653115,Tanzania,Addis Ababa,Keyboard,Office Equipment,13,43321,2025-04-08,Cash,Pending,563173
59,100060,4556,Customer_59,user59@gmail.com,0942182738,Ethiopia,Kigali,Phone,Electronics,15,36360,2025-12-21,Mobile Money,Cancelled,545400
60,100061,4890,Customer_60,user60@gmail.com,0938185132,Kenya,Dar es Salaam,Mouse,Accessories,18,23517,2025-03-24,Mobile Money,Pending,423306
61,100062,1646,Customer_61,user61@gmail.com,0972763901,Rwanda,Kampala,Printer,Office Equipment,8,4466,2024-11-29,Card,Cancelled,35728
62,100063,3068,Customer_62,user62@gmail.com,0911123614,Rwanda,Kampala,Tablet,Office Equipment,11,9140,2025-02-18,Card,Cancelled,100540
63,100064,3888,Customer_63,user63@gmail.com,0955027945,Tanzania,Addis Ababa,Mouse,Electronics,18,22190,2024-12-07,Card,Cancelled,399420
64,100065,3214,Customer_64,user64@gmail.com,0987328517,Ethiopia,Dar es Salaam,Printer,Accessories,7,4317,2024-09-10,Bank Transfer,Cancelled,30219
65,100066,2297,Customer_65,user65@gmail.com,0917622663,Rwanda,Addis Ababa,Mouse,Office Equipment,18,31680,2025-01-04,Card,Completed,570240
66,100067,3435,Customer_66,user66@gmail.com,0954125918,Rwanda,Kigali,Tablet,Office Equipment,1,48466,2025-08-21,Mobile Money,Cancelled,48466
67,100068,1600,Customer_67,user67@gmail.com,0949157255,Ethiopia,Kigali,Speaker,Accessories,14,28668,2024-03-06,Cash,Completed,401352
68,100069,3363,Customer_68,user68@gmail.com,0957752501,Kenya,Kampala,Printer,Accessories,9,34938,2024-09-15,Bank Transfer,Completed,314442
69,100070,3061,Customer_69,user69@gmail.com,0931442181,Uganda,Kigali,Speaker,Office Equipment,17,11443,2025-10-29,Card,Completed,194531
70,100071,1241,Customer_70,user70@gmail.com,0952103324,Uganda,Kigali,Mouse,Electronics,13,28564,2025-04-19,Cash,Cancelled,371332
71,100072,3041,Customer_71,user71@gmail.com,0922205549,Ethiopia,Addis Ababa,Speaker,Office Equipment,17,7967,2024-05-13,Card,Pending,135439
72,100073,3824,Customer_72,user72@gmail.com,0953303969,Ethiopia,Kampala,Keyboard,Electronics,12,357,2024-07-18,Cash,Cancelled,4284
73,100074,4417,Customer_73,user73@gmail.com,0977078150,Ethiopia,Nairobi,Phone,Electronics,15,14975,2025-08-22,Bank Transfer,Completed,224625
74,100075,3612,Customer_74,user74@gmail.com,0966309799,Tanzania,Kigali,Phone,Electronics,7,31671,2024-05-08,Card,Pending,221697
75,100076,3945,Customer_75,user75@gmail.com,0940649673,Tanzania,Kampala,Mouse,Office Equipment,18,18778,2024-12-25,Cash,Cancelled,338004
76,100077,2363,Customer_76,user76@gmail.com,0931934988,Ethiopia,Nairobi,Mouse,Accessories,4,43621,2025-08-24,Bank Transfer,Completed,174484
77,100078,3139,Customer_77,user77@gmail.com,0974817213,Tanzania,Nairobi,Tablet,Office Equipment,13,24035,2025-04-03,Cash,Completed,312455
78,100079,2390,Customer_78,user78@gmail.com,0990145493,Uganda,Kampala,Speaker,Electronics,16,16434,2024-08-22,Bank Transfer,Completed,262944
79,100080,4003,Customer_79,user79@gmail.com,0983789140,Ethiopia,Addis Ababa,Phone,Accessories,3,33744,2025-03-07,Bank Transfer,Pending,101232
80,100081,2478,Customer_80,user80@gmail.com,0961108979,Uganda,Kampala,Keyboard,Accessories,9,12253,2025-07-23,Mobile Money,Pending,110277
81,100082,4499,Customer_81,user81@gmail.com,0941321664,Uganda,Nairobi,Printer,Electronics,16,32661,2024-10-04,Card,Cancelled,522576
82,100083,3556,Customer_82,user82@gmail.com,0926844072,Tanzania,Nairobi,Phone,Electronics,15,35602,2025-10-23,Mobile Money,Cancelled,534030
83,100084,1775,Customer_83,user83@gmail.com,0969281729,Rwanda,Nairobi,Mouse,Electronics,17,33027,2024-09-05,Bank Transfer,Completed,561459
84,100085,1034,Customer_84,user84@gmail.com,0929074675,Rwanda,Kampala,Phone,Office Equipment,19,12898,2024-03-31,Mobile Money,Pending,245062
85,100086,3253,Customer_85,user85@gmail.com,0999572060,Kenya,Kigali,Speaker,Electronics,8,12376,2024-10-01,Mobile Money,Pending,99008
86,100087,4152,Customer_86,user86@gmail.com,0919418084,Kenya,Nairobi,Monitor,Electronics,9,5737,2024-06-25,Cash,Completed,51633
87,100088,2955,Customer_87,user87@gmail.com,0947157702,Rwanda,Kampala,Tablet,Office Equipment,10,28723,2025-09-14,Bank Transfer,Pending,287230
88,100089,2585,Customer_88,user88@gmail.com,0989206818,Ethiopia,Addis Ababa,Tablet,Office Equipment,5,44687,2024-10-18,Cash,Completed,223435
89,100090,4943,Customer_89,user89@gmail.com,0951727311,Rwanda,Kigali,Printer,Office Equipment,16,9258,2024-12-14,Cash,Pending,148128
90,100091,4459,Customer_90,user90@gmail.com,0964849102,Tanzania,Dar es Salaam,Speaker,Office Equipment,7,30654,2025-12-21,Card,Pending,214578
91,100092,4073,Customer_91,user91@gmail.com,0922238823,Rwanda,Addis Ababa,Monitor,Office Equipment,7,2736,2024-07-30,Bank Transfer,Pending,19152
92,100093,2021,Customer_92,user92@gmail.com,0960616731,Ethiopia,Kigali,Phone,Office Equipment,12,40574,2024-03-22,Card,Cancelled,486888
93,100094,4461,Customer_93,user93@gmail.com,0981645050,Ethiopia,Addis Ababa,Speaker,Electronics,16,29552,2025-03-31,Card,Pending,472832
94,100095,3613,Customer_94,user94@gmail.com,0983757220,Kenya,Dar es Salaam,Mouse,Electronics,9,11759,2024-06-05,Cash,Cancelled,105831
95,100096,2129,Customer_95,user95@gmail.com,0947442818,Kenya,Nairobi,Printer,Electronics,14,14534,2024-06-07,Cash,Cancelled,203476
96,100097,4843,Customer_96,user96@gmail.com,0977576412,Ethiopia,Addis Ababa,Phone,Accessories,3,9517,2024-09-22,Cash,Cancelled,28551
97,100098,4893,Customer_97,user97@gmail.com,0969377338,Uganda,Addis Ababa,Printer,Office Equipment,4,38926,2024-08-20,Mobile Money,Cancelled,155704
98,100099,2500,Customer_98,user98@gmail.com,0948709604,Kenya,Kigali,Keyboard,Accessories,16,6165,2024-08-26,Mobile Money,Completed,98640
99,100100,1702,Customer_99,user99@gmail.com,0949333274,Tanzania,Kampala,Laptop,Accessories,12,4566,2025-03-17,Card,Pending,54792
100,100101,3449,Customer_100,user100@gmail.com,0951286703,Uganda,Kigali,Printer,Office Equipment,9,43467,2024-11-23,Bank Transfer,Completed,391203
101,100102,3777,Customer_101,user101@gmail.com,0911812013,Tanzania,Kampala,Laptop,Electronics,14,24596,2025-09-16,Cash,Completed,344344
102,100103,2579,Customer_102,user102@gmail.com,0968842481,Tanzania,Dar es Salaam,Tablet,Accessories,1,36135,2024-12-03,Mobile Money,Completed,36135
103,100104,1161,Customer_103,user103@gmail.com,0936609894,Ethiopia,Kigali,Monitor,Electronics,1,39362,2025-10-03,Cash,Completed,39362
104,100105,1201,Customer_104,user104@gmail.com,0933051358,Uganda,Addis Ababa,Keyboard,Electronics,6,43608,2024-01-14,Mobile Money,Pending,261648
105,100106,2981,Customer_105,user105@gmail.com,0976226478,Kenya,Dar es Salaam,Speaker,Office Equipment,18,14750,2025-04-07,Card,Pending,265500
106,100107,1995,Customer_106,user106@gmail.com,0985697703,Ethiopia,Kigali,Phone,Office Equipment,2,22387,2024-02-29,Bank Transfer,Pending,44774
107,100108,3317,Customer_107,user107@gmail.com,0997431554,Rwanda,Nairobi,Mouse,Accessories,1,2129,2025-09-09,Cash,Completed,2129
108,100109,4934,Customer_108,user108@gmail.com,0955632602,Kenya,Dar es Salaam,Printer,Accessories,15,22741,2025-03-27,Mobile Money,Cancelled,341115
109,100110,1815,Customer_109,user109@gmail.com,0994725817,Rwanda,Nairobi,Monitor,Accessories,9,14671,2025-01-14,Card,Pending,132039
110,100111,4342,Customer_110,user110@gmail.com,0910150025,Ethiopia,Kigali,Keyboard,Accessories,12,4042,2024-11-21,Cash,Completed,48504
111,100112,1455,Customer_111,user111@gmail.com,0961022591,Tanzania,Kigali,Speaker,Electronics,17,16415,2025-06-05,Card,Pending,279055
112,100113,4533,Customer_112,user112@gmail.com,0912822626,Tanzania,Kigali,Phone,Electronics,3,30555,2024-10-21,Cash,Cancelled,91665
113,100114,4798,Customer_113,user113@gmail.com,0940671736,Uganda,Kampala,Phone,Office Equipment,8,25998,2025-11-03,Bank Transfer,Cancelled,207984
114,100115,2275,Customer_114,user114@gmail.com,0925554364,Kenya,Dar es Salaam,Mouse,Accessories,7,1193,2025-06-11,Card,Cancelled,8351
115,100116,2016,Customer_115,user115@gmail.com,0988859670,Rwanda,Dar es Salaam,Laptop,Office Equipment,15,48772,2024-10-09,Mobile Money,Pending,731580
116,100117,4773,Customer_116,user116@gmail.com,0934970939,Rwanda,Nairobi,Phone,Office Equipment,10,13888,2025-03-03,Bank Transfer,Cancelled,138880
117,100118,3343,Customer_117,user117@gmail.com,0913654890,Uganda,Nairobi,Tablet,Accessories,18,34294,2024-08-23,Cash,Cancelled,617292
118,100119,4796,Customer_118,user118@gmail.com,0940169970,Kenya,Nairobi,Keyboard,Accessories,1,43242,2025-12-22,Cash,Pending,43242
119,100120,3767,Customer_119,user119@gmail.com,0932038710,Tanzania,Dar es Salaam,Tablet,Office Equipment,7,22702,2024-04-07,Mobile Money,Cancelled,158914
120,100121,4820,Customer_120,user120@gmail.com,0990600350,Ethiopia,Nairobi,Monitor,Electronics,8,31738,2025-05-28,Mobile Money,Completed,253904
121,100122,1337,Customer_121,user121@gmail.com,0954018810,Uganda,Addis Ababa,Monitor,Electronics,9,7197,2025-01-25,Cash,Completed,64773
122,100123,1878,Customer_122,user122@gmail.com,0932019394,Ethiopia,Kigali,Phone,Electronics,10,22978,2024-09-14,Card,Cancelled,229780
123,100124,2076,Customer_123,user123@gmail.com,0980273036,Ethiopia,Nairobi,Keyboard,Office Equipment,6,31985,2024-06-30,Bank Transfer,Completed,191910
124,100125,1791,Customer_124,user124@gmail.com,0940723898,Uganda,Addis Ababa,Mouse,Office Equipment,17,3586,2025-09-08,Card,Cancelled,60962
125,100126,4993,Customer_125,user125@gmail.com,0919505333,Rwanda,Nairobi,Speaker,Office Equipment,17,3725,2024-10-29,Bank Transfer,Pending,63325
126,100127,3264,Customer_126,user126@gmail.com,0962026215,Kenya,Kigali,Phone,Accessories,19,24543,2024-08-17,Bank Transfer,Pending,466317
127,100128,1763,Customer_127,user127@gmail.com,0919283348,Rwanda,Addis Ababa,Tablet,Electronics,9,33697,2024-05-05,Cash,Cancelled,303273
128,100129,3235,Customer_128,user128@gmail.com,0916241900,Tanzania,Kigali,Speaker,Office Equipment,10,7397,2025-10-23,Card,Completed,73970
129,100130,1379,Customer_129,user129@gmail.com,0944647874,Kenya,Kampala,Laptop,Electronics,5,2948,2025-06-05,Mobile Money,Pending,14740
130,100131,1492,Customer_130,user130@gmail.com,0981762597,Uganda,Kigali,Printer,Office Equipment,16,735,2025-04-26,Card,Pending,11760
131,100132,4112,Customer_131,user131@gmail.com,0965520094,Uganda,Dar es Salaam,Printer,Electronics,15,32263,2025-06-13,Mobile Money,Pending,483945
132,100133,2180,Customer_132,user132@gmail.com,0936926999,Uganda,Kigali,Tablet,Electronics,17,32052,2024-03-03,Cash,Pending,544884
133,100134,3062,Customer_133,user133@gmail.com,0990322098,Ethiopia,Kampala,Printer,Electronics,15,22546,2024-03-10,Cash,Pending,338190
134,100135,4884,Customer_134,user134@gmail.com,0978724939,Uganda,Nairobi,Mouse,Accessories,19,43124,2024-07-13,Cash,Completed,819356
135,100136,1064,Customer_135,user135@gmail.com,0970881197,Tanzania,Dar es Salaam,Keyboard,Office Equipment,19,3598,2024-02-26,Mobile Money,Cancelled,68362
136,100137,4928,Customer_136,user136@gmail.com,0957954986,Tanzania,Kampala,Tablet,Electronics,15,44320,2024-01-24,Card,Cancelled,664800
137,100138,4910,Customer_137,user137@gmail.com,0938599965,Uganda,Kigali,Phone,Office Equipment,2,25410,2024-02-17,Mobile Money,Pending,50820
138,100139,3568,Customer_138,user138@gmail.com,0939439837,Kenya,Kampala,Mouse,Office Equipment,6,47855,2024-12-28,Mobile Money,Cancelled,287130
139,100140,2367,Customer_139,user139@gmail.com,0969265662,Tanzania,Nairobi,Laptop,Accessories,11,35366,2024-06-04,Mobile Money,Pending,389026
140,100141,2152,Customer_140,user140@gmail.com,0925433918,Kenya,Dar es Salaam,Keyboard,Electronics,19,2371,2025-01-08,Card,Completed,45049
141,100142,3027,Customer_141,user141@gmail.com,0968996489,Kenya,Addis Ababa,Printer,Electronics,11,26965,2025-03-18,Card,Completed,296615
142,100143,3695,Customer_142,user142@gmail.com,0933974786,Kenya,Kampala,Tablet,Office Equipment,8,2436,2025-08-07,Cash,Cancelled,19488
143,100144,2495,Customer_143,user143@gmail.com,0936169114,Uganda,Kampala,Mouse,Office Equipment,14,29001,2024-06-08,Mobile Money,Pending,406014
144,100145,4134,Customer_144,user144@gmail.com,0993715537,Ethiopia,Kigali,Speaker,Accessories,4,32378,2024-10-10,Card,Pending,129512
145,100146,2162,Customer_145,user145@gmail.com,0989574444,Uganda,Dar es Salaam,Keyboard,Electronics,2,5700,2025-06-07,Card,Completed,11400
146,100147,2522,Customer_146,user146@gmail.com,0974596029,Tanzania,Addis Ababa,Laptop,Office Equipment,12,23348,2025-06-25,Bank Transfer,Pending,280176
147,100148,3640,Customer_147,user147@gmail.com,0952702743,Tanzania,Kampala,Phone,Accessories,6,2637,2025-10-05,Bank Transfer,Pending,15822
148,100149,1391,Customer_148,user148@gmail.com,0950737069,Tanzania,Addis Ababa,Monitor,Accessories,10,12309,2024-11-11,Bank Transfer,Cancelled,123090
149,100150,2698,Customer_149,user149@gmail.com,0936342374,Tanzania,Addis Ababa,Printer,Electronics,8,304,2024-09-13,Mobile Money,Pending,2432
150,100151,1418,Customer_150,user150@gmail.com,0991073656,Ethiopia,Nairobi,Laptop,Office Equipment,9,33859,2024-08-27,Mobile Money,Completed,304731
151,100152,3336,Customer_151,user151@gmail.com,0974835646,Kenya,Kigali,Phone,Office Equipment,13,39860,2024-02-23,Cash,Cancelled,518180
152,100153,1378,Customer_152,user152@gmail.com,0948841091,Uganda,Addis Ababa,Speaker,Accessories,4,7795,2024-10-31,Card,Pending,31180
153,100154,2796,Customer_153,user153@gmail.com,0919588751,Tanzania,Kigali,Laptop,Accessories,13,138,2024-11-27,Mobile Money,Completed,1794
154,100155,4561,Customer_154,user154@gmail.com,0989569737,Kenya,Nairobi,Monitor,Electronics,16,20746,2024-05-10,Cash,Cancelled,331936
155,100156,3278,Customer_155,user155@gmail.com,0975754212,Uganda,Addis Ababa,Monitor,Electronics,1,40228,2025-08-02,Bank Transfer,Cancelled,40228
156,100157,4065,Customer_156,user156@gmail.com,0945540954,Ethiopia,Kigali,Speaker,Electronics,15,9025,2024-01-04,Bank Transfer,Completed,135375
157,100158,3088,Customer_157,user157@gmail.com,0982354991,Rwanda,Dar es Salaam,Keyboard,Electronics,19,24960,2024-11-12,Mobile Money,Completed,474240
158,100159,4099,Customer_158,user158@gmail.com,0969950272,Ethiopia,Kigali,Phone,Accessories,10,104,2025-06-27,Bank Transfer,Completed,1040
159,100160,3182,Customer_159,user159@gmail.com,0914849604,Rwanda,Dar es Salaam,Laptop,Electronics,2,33494,2024-04-14,Mobile Money,Cancelled,66988
160,100161,1200,Customer_160,user160@gmail.com,0935796396,Tanzania,Nairobi,Printer,Office Equipment,4,4974,2025-10-24,Cash,Pending,19896
161,100162,2863,Customer_161,user161@gmail.com,0959701762,Kenya,Nairobi,Monitor,Electronics,2,1759,2025-04-17,Mobile Money,Pending,3518
162,100163,1779,Customer_162,user162@gmail.com,0970087204,Kenya,Dar es Salaam,Phone,Electronics,13,38827,2024-06-22,Card,Completed,504751
163,100164,3977,Customer_163,user163@gmail.com,0978427524,Uganda,Kampala,Monitor,Accessories,18,2912,2025-11-12,Card,Pending,52416
164,100165,4104,Customer_164,user164@gmail.com,0910302891,Rwanda,Addis Ababa,Mouse,Accessories,18,13857,2025-01-18,Mobile Money,Completed,249426
165,100166,4119,Customer_165,user165@gmail.com,0936672343,Rwanda,Addis Ababa,Keyboard,Electronics,3,3213,2025-02-11,Bank Transfer,Completed,9639
166,100167,1502,Customer_166,user166@gmail.com,0999818602,Uganda,Dar es Salaam,Tablet,Accessories,5,18550,2024-03-27,Cash,Completed,92750
167,100168,3454,Customer_167,user167@gmail.com,0990535968,Kenya,Addis Ababa,Mouse,Electronics,7,6404,2025-05-17,Mobile Money,Pending,44828
168,100169,4645,Customer_168,user168@gmail.com,0989167222,Kenya,Nairobi,Phone,Electronics,3,49580,2025-04-03,Cash,Cancelled,148740
169,100170,2751,Customer_169,user169@gmail.com,0992555330,Uganda,Kampala,Speaker,Accessories,8,18101,2024-09-22,Mobile Money,Pending,144808
170,100171,1804,Customer_170,user170@gmail.com,0942508739,Rwanda,Dar es Salaam,Monitor,Office Equipment,6,11157,2024-04-09,Cash,Cancelled,66942
171,100172,3146,Customer_171,user171@gmail.com,0930352754,Tanzania,Nairobi,Laptop,Electronics,6,9878,2024-01-30,Cash,Cancelled,59268
172,100173,3731,Customer_172,user172@gmail.com,0945619490,Uganda,Nairobi,Speaker,Accessories,2,25208,2024-09-23,Bank Transfer,Completed,50416
173,100174,2895,Customer_173,user173@gmail.com,0977184949,Kenya,Dar es Salaam,Speaker,Office Equipment,8,13611,2025-04-11,Card,Completed,108888
174,100175,3773,Customer_174,user174@gmail.com,0946442009,Tanzania,Dar es Salaam,Mouse,Accessories,13,13295,2025-09-28,Cash,Completed,172835
175,100176,2570,Customer_175,user175@gmail.com,0916696891,Tanzania,Kigali,Speaker,Office Equipment,10,1711,2025-03-10,Card,Cancelled,17110
176,100177,1960,Customer_176,user176@gmail.com,0926806004,Rwanda,Nairobi,Keyboard,Accessories,5,6220,2024-05-05,Bank Transfer,Completed,31100
177,100178,4810,Customer_177,user177@gmail.com,0973664890,Uganda,Addis Ababa,Printer,Electronics,6,49734,2025-06-28,Mobile Money,Completed,298404
178,100179,3660,Customer_178,user178@gmail.com,0982781120,Tanzania,Kampala,Keyboard,Electronics,3,23780,2025-08-15,Bank Transfer,Cancelled,71340
179,100180,2485,Customer_179,user179@gmail.com,0932158705,Ethiopia,Kigali,Laptop,Accessories,10,8245,2025-06-01,Bank Transfer,Pending,82450
180,100181,3690,Customer_180,user180@gmail.com,0916458081,Tanzania,Nairobi,Tablet,Accessories,8,29169,2024-09-28,Card,Completed,233352
181,100182,4840,Customer_181,user181@gmail.com,0981980731,Tanzania,Dar es Salaam,Keyboard,Accessories,16,20244,2025-09-03,Bank Transfer,Completed,323904
